"date","year","month","age_group","gender","race","region","unemployment_rate"
"2019-11-01",2019,11,"18-24","Female","White","Midwest",9.25
"2019-11-01",2019,11,"18-24","Female","White","West",8.16
"2019-11-01",2019,11,"18-24","Female","Black","Northeast",14.57
"2019-11-01",2019,11,"18-24","Female","Black","South",16.3
"2019-11-01",2019,11,"18-24","Female","Black","Midwest",16.2
"2019-11-01",2019,11,"18-24","Female","Black","West",15.37
"2019-11-01",2019,11,"18-24","Female","Hispanic","Northeast",11.76
"2019-11-01",2019,11,"18-24","Female","Hispanic","South",13.54
"2019-11-01",2019,11,"18-24","Female","Hispanic","Midwest",13.35
"2019-11-01",2019,11,"18-24","Female","Hispanic","West",12.71
"2019-11-01",2019,11,"18-24","Female","Asian","Northeast",7.55
"2019-11-01",2019,11,"18-24","Female","Asian","South",8.46
"2019-11-01",2019,11,"18-24","Female","Asian","Midwest",7.53
"2019-11-01",2019,11,"18-24","Female","Asian","West",7.93
"2019-11-01",2019,11,"18-24","Female","Other","Northeast",10.72
"2019-11-01",2019,11,"18-24","Female","Other","South",12.01
"2019-11-01",2019,11,"18-24","Female","Other","Midwest",11.05
"2019-11-01",2019,11,"18-24","Female","Other","West",10.44
"2019-11-01",2019,11,"18-24","Non-binary","White","Northeast",8.55
"2019-11-01",2019,11,"18-24","Non-binary","White","South",10.35
"2019-11-01",2019,11,"18-24","Non-binary","White","Midwest",10.16
"2019-11-01",2019,11,"18-24","Non-binary","White","West",9.16
"2019-11-01",2019,11,"18-24","Non-binary","Black","Northeast",15.93
"2019-11-01",2019,11,"18-24","Non-binary","Black","South",18.66
"2019-11-01",2019,11,"18-24","Non-binary","Black","Midwest",17.35
"2019-11-01",2019,11,"18-24","Non-binary","Black","West",16.77
"2019-11-01",2019,11,"18-24","Non-binary","Hispanic","Northeast",13.45
"2019-11-01",2019,11,"18-24","Non-binary","Hispanic","South",14.73
"2019-11-01",2019,11,"18-24","Non-binary","Hispanic","Midwest",14.39
"2019-11-01",2019,11,"18-24","Non-binary","Hispanic","West",13.84
"2019-11-01",2019,11,"18-24","Non-binary","Asian","Northeast",8.1
"2019-11-01",2019,11,"18-24","Non-binary","Asian","South",8.75
"2019-11-01",2019,11,"18-24","Non-binary","Asian","Midwest",8.56
"2019-11-01",2019,11,"18-24","Non-binary","Asian","West",7.8
"2019-11-01",2019,11,"18-24","Non-binary","Other","Northeast",10.87
"2019-11-01",2019,11,"18-24","Non-binary","Other","South",13.45
"2019-11-01",2019,11,"18-24","Non-binary","Other","Midwest",12.74
"2019-11-01",2019,11,"18-24","Non-binary","Other","West",11.49
"2019-11-01",2019,11,"25-34","Male","White","Northeast",3.98
"2019-11-01",2019,11,"25-34","Male","White","South",5.29
"2019-11-01",2019,11,"25-34","Male","White","Midwest",4.4
"2019-11-01",2019,11,"25-34","Male","White","West",4.26
"2019-11-01",2019,11,"25-34","Male","Black","Northeast",7.53
"2019-11-01",2019,11,"25-34","Male","Black","South",8.48
"2019-11-01",2019,11,"25-34","Male","Black","Midwest",8.73
"2019-11-01",2019,11,"25-34","Male","Black","West",7.6
"2019-11-01",2019,11,"25-34","Male","Hispanic","Northeast",6.39
"2019-11-01",2019,11,"25-34","Male","Hispanic","South",6.81
"2019-11-01",2019,11,"25-34","Male","Hispanic","Midwest",7.23
"2019-11-01",2019,11,"25-34","Male","Hispanic","West",6.76
"2019-11-01",2019,11,"25-34","Male","Asian","Northeast",4
"2019-11-01",2019,11,"25-34","Male","Asian","South",3.9
"2019-11-01",2019,11,"25-34","Male","Asian","Midwest",4.2
"2019-11-01",2019,11,"25-34","Male","Asian","West",4.09
"2019-11-01",2019,11,"25-34","Male","Other","Northeast",5.68
"2019-11-01",2019,11,"25-34","Male","Other","South",5.94
"2019-11-01",2019,11,"25-34","Male","Other","Midwest",5.95
"2019-11-01",2019,11,"25-34","Male","Other","West",5.92
"2019-11-01",2019,11,"25-34","Female","White","Northeast",3.99
"2019-11-01",2019,11,"25-34","Female","White","South",5.35
"2019-11-01",2019,11,"25-34","Female","White","Midwest",4.99
"2019-11-01",2019,11,"25-34","Female","White","West",4.71
"2019-11-01",2019,11,"25-34","Female","Black","Northeast",7.41
"2019-11-01",2019,11,"25-34","Female","Black","South",8.67
"2019-11-01",2019,11,"25-34","Female","Black","Midwest",8.39
"2019-11-01",2019,11,"25-34","Female","Black","West",7.88
"2019-11-01",2019,11,"25-34","Female","Hispanic","Northeast",6.56
"2019-11-01",2019,11,"25-34","Female","Hispanic","South",8.11
"2019-11-01",2019,11,"25-34","Female","Hispanic","Midwest",7.21
"2019-11-01",2019,11,"25-34","Female","Hispanic","West",7.38
"2019-11-01",2019,11,"25-34","Female","Asian","Northeast",3.79
"2019-11-01",2019,11,"25-34","Female","Asian","South",4.57
"2019-11-01",2019,11,"25-34","Female","Asian","Midwest",4.7
"2019-11-01",2019,11,"25-34","Female","Asian","West",4.48
"2019-11-01",2019,11,"25-34","Female","Other","Northeast",5.35
"2019-11-01",2019,11,"25-34","Female","Other","South",6.22
"2019-11-01",2019,11,"25-34","Female","Other","Midwest",5.81
"2019-11-01",2019,11,"25-34","Female","Other","West",6.25
"2019-11-01",2019,11,"25-34","Non-binary","White","Northeast",5.09
"2019-11-01",2019,11,"25-34","Non-binary","White","South",5.28
"2019-11-01",2019,11,"25-34","Non-binary","White","Midwest",5.33
"2019-11-01",2019,11,"25-34","Non-binary","White","West",4.75
"2019-11-01",2019,11,"25-34","Non-binary","Black","Northeast",8.61
"2019-11-01",2019,11,"25-34","Non-binary","Black","South",10.05
"2019-11-01",2019,11,"25-34","Non-binary","Black","Midwest",9.41
"2019-11-01",2019,11,"25-34","Non-binary","Black","West",9.35
"2019-11-01",2019,11,"25-34","Non-binary","Hispanic","Northeast",6.76
"2019-11-01",2019,11,"25-34","Non-binary","Hispanic","South",8.13
"2019-11-01",2019,11,"25-34","Non-binary","Hispanic","Midwest",7.64
"2019-11-01",2019,11,"25-34","Non-binary","Hispanic","West",7.37
"2019-11-01",2019,11,"25-34","Non-binary","Asian","Northeast",4.52
"2019-11-01",2019,11,"25-34","Non-binary","Asian","South",5.36
"2019-11-01",2019,11,"25-34","Non-binary","Asian","Midwest",4.79
"2019-11-01",2019,11,"25-34","Non-binary","Asian","West",5.01
"2019-11-01",2019,11,"25-34","Non-binary","Other","Northeast",5.83
"2019-11-01",2019,11,"25-34","Non-binary","Other","South",7.26
"2019-11-01",2019,11,"25-34","Non-binary","Other","Midwest",7.13
"2019-11-01",2019,11,"25-34","Non-binary","Other","West",6.18
"2019-11-01",2019,11,"35-44","Male","White","Northeast",3.7
"2019-11-01",2019,11,"35-44","Male","White","South",3.91
"2019-11-01",2019,11,"35-44","Male","White","Midwest",3.73
"2019-11-01",2019,11,"35-44","Male","White","West",3.83
"2019-11-01",2019,11,"35-44","Male","Black","Northeast",6.15
"2019-11-01",2019,11,"35-44","Male","Black","South",6.74
"2019-11-01",2019,11,"35-44","Male","Black","Midwest",7.22
"2019-11-01",2019,11,"35-44","Male","Black","West",6.22
"2019-11-01",2019,11,"35-44","Male","Hispanic","Northeast",5.28
"2019-11-01",2019,11,"35-44","Male","Hispanic","South",6.32
"2019-11-01",2019,11,"35-44","Male","Hispanic","Midwest",6.06
"2019-11-01",2019,11,"35-44","Male","Hispanic","West",5.88
"2019-11-01",2019,11,"35-44","Male","Asian","Northeast",3.06
"2019-11-01",2019,11,"35-44","Male","Asian","South",3.16
"2019-11-01",2019,11,"35-44","Male","Asian","Midwest",3.83
"2019-11-01",2019,11,"35-44","Male","Asian","West",3.06
"2019-11-01",2019,11,"35-44","Male","Other","Northeast",4.42
"2019-11-01",2019,11,"35-44","Male","Other","South",5.2
"2019-11-01",2019,11,"35-44","Male","Other","Midwest",5.23
"2019-11-01",2019,11,"35-44","Male","Other","West",4.82
"2019-11-01",2019,11,"35-44","Female","White","Northeast",3.46
"2019-11-01",2019,11,"35-44","Female","White","South",4.14
"2019-11-01",2019,11,"35-44","Female","White","Midwest",3.61
"2019-11-01",2019,11,"35-44","Female","White","West",3.52
"2019-11-01",2019,11,"35-44","Female","Black","Northeast",6.81
"2019-11-01",2019,11,"35-44","Female","Black","South",7.8
"2019-11-01",2019,11,"35-44","Female","Black","Midwest",7.63
"2019-11-01",2019,11,"35-44","Female","Black","West",7.03
"2019-11-01",2019,11,"35-44","Female","Hispanic","Northeast",5.26
"2019-11-01",2019,11,"35-44","Female","Hispanic","South",6.25
"2019-11-01",2019,11,"35-44","Female","Hispanic","Midwest",6.38
"2019-11-01",2019,11,"35-44","Female","Hispanic","West",5.75
"2019-11-01",2019,11,"35-44","Female","Asian","Northeast",3.14
"2019-11-01",2019,11,"35-44","Female","Asian","South",3.45
"2019-11-01",2019,11,"35-44","Female","Asian","Midwest",3.89
"2019-11-01",2019,11,"35-44","Female","Asian","West",3.39
"2019-11-01",2019,11,"35-44","Female","Other","Northeast",4.33
"2019-11-01",2019,11,"35-44","Female","Other","South",5.62
"2019-11-01",2019,11,"35-44","Female","Other","Midwest",5.27
"2019-11-01",2019,11,"35-44","Female","Other","West",4.52
"2019-11-01",2019,11,"35-44","Non-binary","White","Northeast",3.66
"2019-11-01",2019,11,"35-44","Non-binary","White","South",4.6
"2019-11-01",2019,11,"35-44","Non-binary","White","Midwest",3.94
"2019-11-01",2019,11,"35-44","Non-binary","White","West",3.77
"2019-11-01",2019,11,"35-44","Non-binary","Black","Northeast",7.32
"2019-11-01",2019,11,"35-44","Non-binary","Black","South",8.58
"2019-11-01",2019,11,"35-44","Non-binary","Black","Midwest",8.27
"2019-11-01",2019,11,"35-44","Non-binary","Black","West",7.21
"2019-11-01",2019,11,"35-44","Non-binary","Hispanic","Northeast",5.61
"2019-11-01",2019,11,"35-44","Non-binary","Hispanic","South",6.54
"2019-11-01",2019,11,"35-44","Non-binary","Hispanic","Midwest",6.21
"2019-11-01",2019,11,"35-44","Non-binary","Hispanic","West",5.91
"2019-11-01",2019,11,"35-44","Non-binary","Asian","Northeast",3.18
"2019-11-01",2019,11,"35-44","Non-binary","Asian","South",4.29
"2019-11-01",2019,11,"35-44","Non-binary","Asian","Midwest",3.74
"2019-11-01",2019,11,"35-44","Non-binary","Asian","West",3.61
"2019-11-01",2019,11,"35-44","Non-binary","Other","Northeast",5.36
"2019-11-01",2019,11,"35-44","Non-binary","Other","South",5.7
"2019-11-01",2019,11,"35-44","Non-binary","Other","Midwest",5.91
"2019-11-01",2019,11,"35-44","Non-binary","Other","West",4.96
"2019-11-01",2019,11,"45-54","Male","White","Northeast",3.78
"2019-11-01",2019,11,"45-54","Male","White","South",4.6
"2019-11-01",2019,11,"45-54","Male","White","Midwest",4.27
"2019-11-01",2019,11,"45-54","Male","White","West",4.04
"2019-11-01",2019,11,"45-54","Male","Black","Northeast",6.32
"2019-11-01",2019,11,"45-54","Male","Black","South",7.66
"2019-11-01",2019,11,"45-54","Male","Black","Midwest",7.11
"2019-11-01",2019,11,"45-54","Male","Black","West",6.67
"2019-11-01",2019,11,"45-54","Male","Hispanic","Northeast",5.67
"2019-11-01",2019,11,"45-54","Male","Hispanic","South",5.79
"2019-11-01",2019,11,"45-54","Male","Hispanic","Midwest",5.87
"2019-11-01",2019,11,"45-54","Male","Hispanic","West",5.5
"2019-11-01",2019,11,"45-54","Male","Asian","Northeast",2.92
"2019-11-01",2019,11,"45-54","Male","Asian","South",3.88
"2019-11-01",2019,11,"45-54","Male","Asian","Midwest",3.18
"2019-11-01",2019,11,"45-54","Male","Asian","West",3.14
"2019-11-01",2019,11,"45-54","Male","Other","Northeast",5.19
"2019-11-01",2019,11,"45-54","Male","Other","South",5.06
"2019-11-01",2019,11,"45-54","Male","Other","Midwest",4.73
"2019-11-01",2019,11,"45-54","Male","Other","West",5.34
"2019-11-01",2019,11,"45-54","Female","White","Northeast",3.8
"2019-11-01",2019,11,"45-54","Female","White","South",3.94
"2019-11-01",2019,11,"45-54","Female","White","Midwest",4.66
"2019-11-01",2019,11,"45-54","Female","White","West",3.65
"2019-11-01",2019,11,"45-54","Female","Black","Northeast",7.12
"2019-11-01",2019,11,"45-54","Female","Black","South",7.56
"2019-11-01",2019,11,"45-54","Female","Black","Midwest",7.47
"2019-11-01",2019,11,"45-54","Female","Black","West",6.87
"2019-11-01",2019,11,"45-54","Female","Hispanic","Northeast",5.89
"2019-11-01",2019,11,"45-54","Female","Hispanic","South",6.88
"2019-11-01",2019,11,"45-54","Female","Hispanic","Midwest",6.75
"2019-11-01",2019,11,"45-54","Female","Hispanic","West",5.53
"2019-11-01",2019,11,"45-54","Female","Asian","Northeast",3.49
"2019-11-01",2019,11,"45-54","Female","Asian","South",3.87
"2019-11-01",2019,11,"45-54","Female","Asian","Midwest",3.56
"2019-11-01",2019,11,"45-54","Female","Asian","West",3.44
"2019-11-01",2019,11,"45-54","Female","Other","Northeast",5.35
"2019-11-01",2019,11,"45-54","Female","Other","South",6.11
"2019-11-01",2019,11,"45-54","Female","Other","Midwest",5.92
"2019-11-01",2019,11,"45-54","Female","Other","West",5.49
"2019-11-01",2019,11,"45-54","Non-binary","White","Northeast",3.81
"2019-11-01",2019,11,"45-54","Non-binary","White","South",4.58
"2019-11-01",2019,11,"45-54","Non-binary","White","Midwest",4.85
"2019-11-01",2019,11,"45-54","Non-binary","White","West",4.69
"2019-11-01",2019,11,"45-54","Non-binary","Black","Northeast",7.52
"2019-11-01",2019,11,"45-54","Non-binary","Black","South",8.3
"2019-11-01",2019,11,"45-54","Non-binary","Black","Midwest",8.52
"2019-11-01",2019,11,"45-54","Non-binary","Black","West",7.45
"2019-11-01",2019,11,"45-54","Non-binary","Hispanic","Northeast",6.43
"2019-11-01",2019,11,"45-54","Non-binary","Hispanic","South",7.54
"2019-11-01",2019,11,"45-54","Non-binary","Hispanic","Midwest",6.87
"2019-11-01",2019,11,"45-54","Non-binary","Hispanic","West",6.6
"2019-11-01",2019,11,"45-54","Non-binary","Asian","Northeast",3.91
"2019-11-01",2019,11,"45-54","Non-binary","Asian","South",3.86
"2019-11-01",2019,11,"45-54","Non-binary","Asian","Midwest",3.74
"2019-11-01",2019,11,"45-54","Non-binary","Asian","West",4.12
"2019-11-01",2019,11,"45-54","Non-binary","Other","Northeast",4.98
"2019-11-01",2019,11,"45-54","Non-binary","Other","South",6.06
"2019-11-01",2019,11,"45-54","Non-binary","Other","Midwest",6.23
"2019-11-01",2019,11,"45-54","Non-binary","Other","West",5.53
"2019-11-01",2019,11,"55-64","Male","White","Northeast",4.59
"2019-11-01",2019,11,"55-64","Male","White","South",5.67
"2019-11-01",2019,11,"55-64","Male","White","Midwest",4.99
"2019-11-01",2019,11,"55-64","Male","White","West",4.63
"2019-11-01",2019,11,"55-64","Male","Black","Northeast",7.75
"2019-11-01",2019,11,"55-64","Male","Black","South",9.39
"2019-11-01",2019,11,"55-64","Male","Black","Midwest",8.86
"2019-11-01",2019,11,"55-64","Male","Black","West",8.41
"2019-11-01",2019,11,"55-64","Male","Hispanic","Northeast",6.92
"2019-11-01",2019,11,"55-64","Male","Hispanic","South",8.05
"2019-11-01",2019,11,"55-64","Male","Hispanic","Midwest",7.37
"2019-11-01",2019,11,"55-64","Male","Hispanic","West",7.39
"2019-11-01",2019,11,"55-64","Male","Asian","Northeast",4.14
"2019-11-01",2019,11,"55-64","Male","Asian","South",5.01
"2019-11-01",2019,11,"55-64","Male","Asian","Midwest",4.69
"2019-11-01",2019,11,"55-64","Male","Asian","West",4.32
"2019-11-01",2019,11,"55-64","Male","Other","Northeast",5.87
"2019-11-01",2019,11,"55-64","Male","Other","South",6.68
"2019-11-01",2019,11,"55-64","Male","Other","Midwest",6.72
"2019-11-01",2019,11,"55-64","Male","Other","West",5.75
"2019-11-01",2019,11,"55-64","Female","White","Northeast",4.69
"2019-11-01",2019,11,"55-64","Female","White","South",5.89
"2019-11-01",2019,11,"55-64","Female","White","Midwest",5.17
"2019-11-01",2019,11,"55-64","Female","White","West",5.38
"2019-11-01",2019,11,"55-64","Female","Black","Northeast",8.52
"2019-11-01",2019,11,"55-64","Female","Black","South",10.21
"2019-11-01",2019,11,"55-64","Female","Black","Midwest",9.76
"2019-11-01",2019,11,"55-64","Female","Black","West",8.9
"2019-11-01",2019,11,"55-64","Female","Hispanic","Northeast",7.48
"2019-11-01",2019,11,"55-64","Female","Hispanic","South",8.63
"2019-11-01",2019,11,"55-64","Female","Hispanic","Midwest",8.43
"2019-11-01",2019,11,"55-64","Female","Hispanic","West",7.93
"2019-11-01",2019,11,"55-64","Female","Asian","Northeast",3.97
"2019-11-01",2019,11,"55-64","Female","Asian","South",5.08
"2019-11-01",2019,11,"55-64","Female","Asian","Midwest",4.5
"2019-11-01",2019,11,"55-64","Female","Asian","West",4.52
"2019-11-01",2019,11,"55-64","Female","Other","Northeast",6.46
"2019-11-01",2019,11,"55-64","Female","Other","South",6.73
"2019-11-01",2019,11,"55-64","Female","Other","Midwest",7.33
"2019-11-01",2019,11,"55-64","Female","Other","West",6.99
"2019-11-01",2019,11,"55-64","Non-binary","White","Northeast",5.63
"2019-11-01",2019,11,"55-64","Non-binary","White","South",6.17
"2019-11-01",2019,11,"55-64","Non-binary","White","Midwest",5.62
"2019-11-01",2019,11,"55-64","Non-binary","White","West",5.67
"2019-11-01",2019,11,"55-64","Non-binary","Black","Northeast",9.19
"2019-11-01",2019,11,"55-64","Non-binary","Black","South",11.27
"2019-11-01",2019,11,"55-64","Non-binary","Black","Midwest",10.89
"2019-11-01",2019,11,"55-64","Non-binary","Black","West",9.89
"2019-11-01",2019,11,"55-64","Non-binary","Hispanic","Northeast",8.3
"2019-11-01",2019,11,"55-64","Non-binary","Hispanic","South",8.79
"2019-11-01",2019,11,"55-64","Non-binary","Hispanic","Midwest",8.78
"2019-11-01",2019,11,"55-64","Non-binary","Hispanic","West",8.18
"2019-11-01",2019,11,"55-64","Non-binary","Asian","Northeast",5.18
"2019-11-01",2019,11,"55-64","Non-binary","Asian","South",5.12
"2019-11-01",2019,11,"55-64","Non-binary","Asian","Midwest",5.21
"2019-11-01",2019,11,"55-64","Non-binary","Asian","West",5.21
"2019-11-01",2019,11,"55-64","Non-binary","Other","Northeast",6.52
"2019-11-01",2019,11,"55-64","Non-binary","Other","South",7.8
"2019-11-01",2019,11,"55-64","Non-binary","Other","Midwest",7.51
"2019-11-01",2019,11,"55-64","Non-binary","Other","West",7.13
"2019-12-01",2019,12,"18-24","Male","White","Northeast",7.63
"2019-12-01",2019,12,"18-24","Male","White","South",8.67
"2019-12-01",2019,12,"18-24","Male","White","Midwest",7.96
"2019-12-01",2019,12,"18-24","Male","White","West",8.37
"2019-12-01",2019,12,"18-24","Male","Black","Northeast",13.61
"2019-12-01",2019,12,"18-24","Male","Black","South",15.45
"2019-12-01",2019,12,"18-24","Male","Black","Midwest",14.96
"2019-12-01",2019,12,"18-24","Male","Black","West",14.33
"2019-12-01",2019,12,"18-24","Male","Hispanic","Northeast",11.59
"2019-12-01",2019,12,"18-24","Male","Hispanic","South",12.76
"2019-12-01",2019,12,"18-24","Male","Hispanic","Midwest",12.4
"2019-12-01",2019,12,"18-24","Male","Hispanic","West",11.99
"2019-12-01",2019,12,"18-24","Male","Asian","Northeast",7.03
"2019-12-01",2019,12,"18-24","Male","Asian","South",7.92
"2019-12-01",2019,12,"18-24","Male","Asian","Midwest",7.76
"2019-12-01",2019,12,"18-24","Male","Asian","West",7.34
"2019-12-01",2019,12,"18-24","Male","Other","Northeast",9.77
"2019-12-01",2019,12,"18-24","Male","Other","South",11.45
"2019-12-01",2019,12,"18-24","Male","Other","Midwest",10.9
"2019-12-01",2019,12,"18-24","Male","Other","West",10.64
"2019-12-01",2019,12,"18-24","Female","White","Northeast",8.47
"2019-12-01",2019,12,"18-24","Female","White","South",9.24
"2019-12-01",2019,12,"18-24","Female","White","Midwest",9.26
"2019-12-01",2019,12,"18-24","Female","White","West",8.44
"2019-12-01",2019,12,"18-24","Female","Black","Northeast",14.8
"2019-12-01",2019,12,"18-24","Female","Black","South",17.05
"2019-12-01",2019,12,"18-24","Female","Black","Midwest",15.9
"2019-12-01",2019,12,"18-24","Female","Black","West",15.42
"2019-12-01",2019,12,"18-24","Female","Hispanic","Northeast",11.67
"2019-12-01",2019,12,"18-24","Female","Hispanic","South",14.29
"2019-12-01",2019,12,"18-24","Female","Hispanic","Midwest",13.45
"2019-12-01",2019,12,"18-24","Female","Hispanic","West",12.86
"2019-12-01",2019,12,"18-24","Female","Asian","Northeast",7.21
"2019-12-01",2019,12,"18-24","Female","Asian","South",8.12
"2019-12-01",2019,12,"18-24","Female","Asian","Midwest",8.44
"2019-12-01",2019,12,"18-24","Female","Asian","West",7.59
"2019-12-01",2019,12,"18-24","Female","Other","Northeast",9.9
"2019-12-01",2019,12,"18-24","Female","Other","South",11.56
"2019-12-01",2019,12,"18-24","Female","Other","Midwest",11.39
"2019-12-01",2019,12,"18-24","Female","Other","West",11
"2019-12-01",2019,12,"18-24","Non-binary","White","Northeast",9.17
"2019-12-01",2019,12,"18-24","Non-binary","White","South",10.07
"2019-12-01",2019,12,"18-24","Non-binary","White","Midwest",9.18
"2019-12-01",2019,12,"18-24","Non-binary","White","West",9.55
"2019-12-01",2019,12,"18-24","Non-binary","Black","Northeast",15.63
"2019-12-01",2019,12,"18-24","Non-binary","Black","South",18.42
"2019-12-01",2019,12,"18-24","Non-binary","Black","Midwest",17.52
"2019-12-01",2019,12,"18-24","Non-binary","Black","West",16.93
"2019-12-01",2019,12,"18-24","Non-binary","Hispanic","Northeast",13.02
"2019-12-01",2019,12,"18-24","Non-binary","Hispanic","South",15.67
"2019-12-01",2019,12,"18-24","Non-binary","Hispanic","Midwest",14.17
"2019-12-01",2019,12,"18-24","Non-binary","Hispanic","West",13.5
"2019-12-01",2019,12,"18-24","Non-binary","Asian","Northeast",7.82
"2019-12-01",2019,12,"18-24","Non-binary","Asian","South",9.07
"2019-12-01",2019,12,"18-24","Non-binary","Asian","Midwest",9.1
"2019-12-01",2019,12,"18-24","Non-binary","Asian","West",8.26
"2019-12-01",2019,12,"18-24","Non-binary","Other","Northeast",10.95
"2019-12-01",2019,12,"18-24","Non-binary","Other","South",12.94
"2019-12-01",2019,12,"18-24","Non-binary","Other","Midwest",12.98
"2019-12-01",2019,12,"18-24","Non-binary","Other","West",12.42
"2019-12-01",2019,12,"25-34","Male","White","Northeast",4.5
"2019-12-01",2019,12,"25-34","Male","White","South",4.51
"2019-12-01",2019,12,"25-34","Male","White","Midwest",4.23
"2019-12-01",2019,12,"25-34","Male","White","West",4.32
"2019-12-01",2019,12,"25-34","Male","Black","Northeast",7.09
"2019-12-01",2019,12,"25-34","Male","Black","South",8.85
"2019-12-01",2019,12,"25-34","Male","Black","Midwest",8.33
"2019-12-01",2019,12,"25-34","Male","Black","West",7.99
"2019-12-01",2019,12,"25-34","Male","Hispanic","Northeast",6.38
"2019-12-01",2019,12,"25-34","Male","Hispanic","South",7.22
"2019-12-01",2019,12,"25-34","Male","Hispanic","Midwest",7.31
"2019-12-01",2019,12,"25-34","Male","Hispanic","West",6.5
"2019-12-01",2019,12,"25-34","Male","Asian","Northeast",3.75
"2019-12-01",2019,12,"25-34","Male","Asian","South",4.36
"2019-12-01",2019,12,"25-34","Male","Asian","Midwest",4.32
"2019-12-01",2019,12,"25-34","Male","Asian","West",3.75
"2019-12-01",2019,12,"25-34","Male","Other","Northeast",5.84
"2019-12-01",2019,12,"25-34","Male","Other","South",6.1
"2019-12-01",2019,12,"25-34","Male","Other","Midwest",6.39
"2019-12-01",2019,12,"25-34","Male","Other","West",6.04
"2019-12-01",2019,12,"25-34","Female","White","Northeast",4.68
"2019-12-01",2019,12,"25-34","Female","White","South",5.51
"2019-12-01",2019,12,"25-34","Female","White","Midwest",4.98
"2019-12-01",2019,12,"25-34","Female","White","West",4.29
"2019-12-01",2019,12,"25-34","Female","Black","Northeast",8.05
"2019-12-01",2019,12,"25-34","Female","Black","South",9.12
"2019-12-01",2019,12,"25-34","Female","Black","Midwest",9.12
"2019-12-01",2019,12,"25-34","Female","Black","West",8.58
"2019-12-01",2019,12,"25-34","Female","Hispanic","Northeast",6.95
"2019-12-01",2019,12,"25-34","Female","Hispanic","South",7.75
"2019-12-01",2019,12,"25-34","Female","Hispanic","Midwest",7.25
"2019-12-01",2019,12,"25-34","Female","Hispanic","West",7.36
"2019-12-01",2019,12,"25-34","Female","Asian","Northeast",4.09
"2019-12-01",2019,12,"25-34","Female","Asian","South",4.36
"2019-12-01",2019,12,"25-34","Female","Asian","Midwest",4.82
"2019-12-01",2019,12,"25-34","Female","Asian","West",3.99
"2019-12-01",2019,12,"25-34","Female","Other","Northeast",6.14
"2019-12-01",2019,12,"25-34","Female","Other","South",6.8
"2019-12-01",2019,12,"25-34","Female","Other","Midwest",5.97
"2019-12-01",2019,12,"25-34","Female","Other","West",5.86
"2019-12-01",2019,12,"25-34","Non-binary","White","Northeast",5.23
"2019-12-01",2019,12,"25-34","Non-binary","White","South",6.04
"2019-12-01",2019,12,"25-34","Non-binary","White","Midwest",5.28
"2019-12-01",2019,12,"25-34","Non-binary","White","West",4.87
"2019-12-01",2019,12,"25-34","Non-binary","Black","Northeast",8.21
"2019-12-01",2019,12,"25-34","Non-binary","Black","South",10.16
"2019-12-01",2019,12,"25-34","Non-binary","Black","Midwest",9.97
"2019-12-01",2019,12,"25-34","Non-binary","Black","West",9.44
"2019-12-01",2019,12,"25-34","Non-binary","Hispanic","Northeast",7.24
"2019-12-01",2019,12,"25-34","Non-binary","Hispanic","South",8
"2019-12-01",2019,12,"25-34","Non-binary","Hispanic","Midwest",8.3
"2019-12-01",2019,12,"25-34","Non-binary","Hispanic","West",7.96
"2019-12-01",2019,12,"25-34","Non-binary","Asian","Northeast",4.8
"2019-12-01",2019,12,"25-34","Non-binary","Asian","South",4.59
"2019-12-01",2019,12,"25-34","Non-binary","Asian","Midwest",5.14
"2019-12-01",2019,12,"25-34","Non-binary","Asian","West",4.24
"2019-12-01",2019,12,"25-34","Non-binary","Other","Northeast",6.11
"2019-12-01",2019,12,"25-34","Non-binary","Other","South",7.72
"2019-12-01",2019,12,"25-34","Non-binary","Other","Midwest",6.85
"2019-12-01",2019,12,"25-34","Non-binary","Other","West",6.94
"2019-12-01",2019,12,"35-44","Male","White","Northeast",3.08
"2019-12-01",2019,12,"35-44","Male","White","South",3.65
"2019-12-01",2019,12,"35-44","Male","White","Midwest",3.49
"2019-12-01",2019,12,"35-44","Male","White","West",3.12
"2019-12-01",2019,12,"35-44","Male","Black","Northeast",6.34
"2019-12-01",2019,12,"35-44","Male","Black","South",6.63
"2019-12-01",2019,12,"35-44","Male","Black","Midwest",6.69
"2019-12-01",2019,12,"35-44","Male","Black","West",6.95
"2019-12-01",2019,12,"35-44","Male","Hispanic","Northeast",5.37
"2019-12-01",2019,12,"35-44","Male","Hispanic","South",6.35
"2019-12-01",2019,12,"35-44","Male","Hispanic","Midwest",5.97
"2019-12-01",2019,12,"35-44","Male","Hispanic","West",5.11
"2019-12-01",2019,12,"35-44","Male","Asian","Northeast",3.22
"2019-12-01",2019,12,"35-44","Male","Asian","South",3.15
"2019-12-01",2019,12,"35-44","Male","Asian","Midwest",3.25
"2019-12-01",2019,12,"35-44","Male","Asian","West",3.72
"2019-12-01",2019,12,"35-44","Male","Other","Northeast",4.01
"2019-12-01",2019,12,"35-44","Male","Other","South",5.46
"2019-12-01",2019,12,"35-44","Male","Other","Midwest",4.96
"2019-12-01",2019,12,"35-44","Male","Other","West",4.43
"2019-12-01",2019,12,"35-44","Female","White","Northeast",3.24
"2019-12-01",2019,12,"35-44","Female","White","South",4.1
"2019-12-01",2019,12,"35-44","Female","White","Midwest",4.21
"2019-12-01",2019,12,"35-44","Female","White","West",4.22
